champ,role,pickrate,winrate,banrate,rank,change
Renekton,MID,1.15,51.09,8.25,irontogold,nerf
Rengar,TOP,0.95,48.94,1.53,irontogold,no change
Rengar,JUNGLE,2.8,46.96,1.53,irontogold,no change
Riven,TOP,4.84,48.85,1.45,irontogold,no change
Riven,MID,0.69,52.69,1.45,irontogold,no change
Rumble,MID,0.79,51.85,0.25,irontogold,no change
Rumble,TOP,0.95,47.46,0.25,irontogold,no change
Ryze,MID,2.42,45.94,0.27,irontogold,no change
Ryze,TOP,0.82,47.18,0.27,irontogold,no change
Samira,ADC,11.94,48.8,42.76,irontogold,tweak
Sejuani,JUNGLE,1.71,49.94,0.16,irontogold,no change
Senna,SUPPORT,10.74,48.25,10.13,irontogold,no change
Senna,ADC,9.92,51.66,10.13,irontogold,no change
Seraphine,SUPPORT,10.6,51.93,15.29,irontogold,no change
Seraphine,MID,1.55,53.08,15.29,irontogold,no change
Sett,TOP,7.36,49.67,5.75,irontogold,no change
Sett,MID,1.3,52.63,5.75,irontogold,no change
Sett,SUPPORT,2.26,46.92,5.75,irontogold,no change
Shaco,JUNGLE,5.54,49.92,12.97,irontogold,no change
Shaco,SUPPORT,2.69,52.55,12.97,irontogold,no change
Shen,TOP,5.31,50.67,1.79,irontogold,no change
Shyvana,JUNGLE,4.3,50.85,1.06,irontogold,no change
Singed,TOP,1.43,52.88,0.21,irontogold,no change
Sion,TOP,2.33,51.38,0.25,irontogold,no change
Sivir,ADC,3.16,50.66,0.29,irontogold,no change
Skarner,JUNGLE,1.98,54.67,0.51,irontogold,nerf
Sona,SUPPORT,2.17,52.39,0.11,irontogold,no change
Soraka,SUPPORT,3.57,48.97,0.49,irontogold,buff
Swain,MID,1.06,55.56,6.97,irontogold,no change
Swain,SUPPORT,5.24,51.85,6.97,irontogold,no change
Sylas,MID,5.34,47.66,3.01,irontogold,no change
Sylas,TOP,1.37,47.52,3.01,irontogold,no change
Syndra,MID,3.11,46.76,1,irontogold,no change
Tahm Kench,TOP,0.97,48.52,0.3,irontogold,no change
Tahm Kench,SUPPORT,0.28,42.99,0.3,irontogold,no change
Taliyah,JUNGLE,1.78,46.48,0.75,irontogold,no change
Talon,MID,3.19,47.56,1.17,irontogold,buff
Taric,SUPPORT,1.03,50.69,0.12,irontogold,no change
Teemo,TOP,5.9,51.84,9.63,irontogold,no change
Thresh,SUPPORT,13.1,49.17,5.09,irontogold,no change
Tristana,ADC,10.5,50.68,5.6,irontogold,no change
Trundle,TOP,0.44,50.68,0.16,irontogold,no change
Trundle,JUNGLE,1.1,49.18,0.16,irontogold,no change
Tryndamere,MID,0.46,51.53,3.02,irontogold,buff
Tryndamere,TOP,3.09,47.5,3.02,irontogold,buff
Tryndamere,JUNGLE,0.42,47.26,3.02,irontogold,buff
Twisted Fate,MID,4.82,47.1,0.38,irontogold,no change
Twitch,ADC,3.91,50.2,2.54,irontogold,no change
Twitch,SUPPORT,0.74,45.94,2.54,irontogold,no change
Twitch,JUNGLE,0.57,42.62,2.54,irontogold,no change
Udyr,JUNGLE,9.85,52.93,19.4,irontogold,no change
Urgot,TOP,4.12,50.24,3.77,irontogold,buff
Varus,ADC,2.07,47.71,0.17,irontogold,tweak
Vayne,ADC,13.3,50.58,13.89,irontogold,no change
Vayne,TOP,2.55,48.57,13.89,irontogold,no change
Veigar,MID,4.27,50.19,1.48,irontogold,buff
Veigar,SUPPORT,0.9,47.53,1.48,irontogold,buff
Vel'Koz,MID,1.62,51.81,0.67,irontogold,no change
Vel'Koz,SUPPORT,2.23,50.18,0.67,irontogold,no change
Vi,JUNGLE,4.27,51.09,0.76,irontogold,tweak
Viego,JUNGLE,11.19,49.66,36.11,irontogold,tweak
Viego,TOP,3.76,48.14,36.11,irontogold,tweak
Viego,MID,2.9,49.91,36.11,irontogold,tweak
Viktor,MID,3.84,51.87,1.1,irontogold,no change
Vladimir,MID,3.34,50,2.81,irontogold,no change
Vladimir,TOP,1.27,48.34,2.81,irontogold,no change
Volibear,TOP,4.23,50.79,3.17,irontogold,no change
Volibear,JUNGLE,2.88,50.1,3.17,irontogold,no change
Warwick,JUNGLE,6.51,51.71,2.76,irontogold,no change
Warwick,TOP,0.8,50.81,2.76,irontogold,no change
Wukong,TOP,3.29,51.7,1.49,irontogold,no change
Wukong,MID,0.48,53.41,1.49,irontogold,no change
Wukong,JUNGLE,0.88,51.42,1.49,irontogold,no change
Xayah,ADC,5.03,47.85,0.48,irontogold,no change
Xerath,MID,2.23,50.59,2.23,irontogold,no change
Xerath,SUPPORT,2.81,50.24,2.23,irontogold,no change
Xin Zhao,JUNGLE,2.4,48.69,0.3,irontogold,no change
Yasuo,MID,12.89,50.21,27.05,irontogold,no change
Yasuo,TOP,3.05,50.33,27.05,irontogold,no change
Yone,MID,11.89,51.33,26.01,irontogold,no change
Yone,TOP,2.85,50.65,26.01,irontogold,no change
Yorick,TOP,1.94,51.69,0.94,irontogold,no change
Yuumi,SUPPORT,7.32,50.1,6.8,irontogold,no change
Zac,JUNGLE,2.56,50.18,0.73,irontogold,no change
Zed,MID,10.85,48.63,38.61,irontogold,no change
Ziggs,ADC,0.24,50.3,0.17,irontogold,no change
Ziggs,MID,1.48,49.07,0.17,irontogold,no change
Ziggs,SUPPORT,0.24,48.27,0.17,irontogold,no change
Zilean,MID,0.35,52.87,0.38,irontogold,no change
Zilean,SUPPORT,2.13,52.05,0.38,irontogold,no change
Zoe,MID,3.02,45.47,1.74,irontogold,no change
Zyra,SUPPORT,3.7,51.14,1.56,irontogold,no change
Aatrox,TOP,4.41,47.11,4.76,irontogold,no change
Ahri,MID,5.55,50.17,1.97,irontogold,no change
Akali,MID,4.3,45.06,8.49,irontogold,no change
Akali,TOP,1.67,45.51,8.49,irontogold,no change
Alistar,SUPPORT,6.97,50.36,2.65,irontogold,no change
Amumu,JUNGLE,4.32,52.47,1.73,irontogold,no change
Anivia,MID,3.78,52,8.86,irontogold,no change
Anivia,SUPPORT,0.44,49.37,8.86,irontogold,no change
Annie,MID,2.93,53.23,1.46,irontogold,no change
Aphelios,ADC,4.22,47.17,1.85,irontogold,no change
Ashe,ADC,8.58,49.98,2.17,irontogold,no change
Ashe,SUPPORT,1.12,46.08,2.17,irontogold,no change
Aurelion Sol,MID,0.73,50.53,0.17,irontogold,no change
Azir,MID,2.04,44.64,0.28,irontogold,nerf
Bard,SUPPORT,2.73,50.27,0.33,irontogold,no change
Blitzcrank,SUPPORT,6.98,50.2,14.89,irontogold,no change
Brand,SUPPORT,5.7,52,9.95,irontogold,no change
Brand,MID,1.43,53.95,9.95,irontogold,no change
Braum,SUPPORT,2.42,49.46,0.39,irontogold,no change
Caitlyn,ADC,13.63,49.19,8.97,irontogold,no change
Camille,TOP,5.45,48.7,6.67,irontogold,no change
Cassiopeia,MID,1.89,49.79,1.18,irontogold,no change
Cassiopeia,TOP,0.34,50.1,1.18,irontogold,no change
Cho'Gath,TOP,4.83,52.63,2.89,irontogold,no change
Cho'Gath,MID,0.77,53.13,2.89,irontogold,no change
Corki,MID,1.29,51.53,0.25,irontogold,no change
Darius,TOP,8.13,49.76,38.23,irontogold,no change
Diana,MID,6.04,52.97,5.07,irontogold,no change
Dr. Mundo,JUNGLE,4.74,53.25,3,irontogold,no change
Dr. Mundo,TOP,1.06,49.83,3,irontogold,no change
Draven,ADC,3.5,49.24,3.54,irontogold,no change
Ekko,JUNGLE,6.02,50.91,6.45,irontogold,no change
Ekko,MID,4.85,51.14,6.45,irontogold,no change
Elise,JUNGLE,4.49,49.87,6.29,irontogold,no change
Evelynn,JUNGLE,4.51,49.09,6.67,irontogold,no change
Ezreal,ADC,18.4,47.23,4.43,irontogold,no change
Fiddlesticks,JUNGLE,3.53,51,1.98,irontogold,no change
Fiora,TOP,6.27,50.13,6.43,irontogold,no change
Fizz,MID,6.04,51.66,19.01,irontogold,no change
Galio,MID,4.04,51.39,2.49,irontogold,no change
Galio,SUPPORT,3.16,51.29,2.49,irontogold,no change
Gangplank,MID,0.46,47.5,1.01,irontogold,no change
Gangplank,TOP,2.79,45.18,1.01,irontogold,no change
Garen,TOP,9.87,52.94,7.74,irontogold,no change
Gnar,TOP,8.92,50.3,9.18,irontogold,no change
Gragas,TOP,2.87,48.65,1.06,irontogold,nerf
Gragas,JUNGLE,2.51,48.41,1.06,irontogold,nerf
Gragas,SUPPORT,0.71,47.26,1.06,irontogold,nerf
Graves,JUNGLE,6.41,47.54,5.6,irontogold,no change
Hecarim,JUNGLE,10.64,50.74,16.9,irontogold,no change
Heimerdinger,MID,1.2,51.23,1.58,irontogold,no change
Heimerdinger,TOP,1.08,50.39,1.58,irontogold,no change
Illaoi,TOP,3.35,50.45,8.31,irontogold,no change
Irelia,TOP,6.67,46.08,11.51,irontogold,no change
Irelia,MID,4.62,45.9,11.51,irontogold,no change
Ivern,JUNGLE,1.38,50.37,0.54,irontogold,no change
Janna,SUPPORT,2.94,49.68,0.23,irontogold,no change
Jarvan IV,JUNGLE,3.31,50.06,0.31,irontogold,no change
Jax,TOP,3.81,48.18,5.53,irontogold,buff
Jax,JUNGLE,3.06,48.44,5.53,irontogold,buff
Jayce,MID,0.7,48.5,0.58,irontogold,no change
Jayce,TOP,2.1,46.4,0.58,irontogold,no change
Jhin,ADC,18.29,50.93,13.42,irontogold,no change
Jinx,ADC,13.3,50.84,2.95,irontogold,no change
Kai'Sa,ADC,23.47,49.65,25.18,irontogold,no change
Kalista,ADC,1.81,46.62,0.56,irontogold,no change
Kalista,TOP,0.59,43.02,0.56,irontogold,no change
Karma,SUPPORT,3.13,46.92,0.3,irontogold,buff
Karthus,JUNGLE,2.4,51.73,2.32,irontogold,no change
Karthus,MID,0.27,51.63,2.32,irontogold,no change
Kassadin,MID,3.83,49.6,5.44,irontogold,no change
Katarina,MID,9.21,49.67,16.63,irontogold,no change
Kayle,TOP,2.32,50.46,0.52,irontogold,no change
Kayle,MID,0.36,51.94,0.52,irontogold,no change
Kayn,JUNGLE,11.97,48.74,11.67,irontogold,no change
Kennen,MID,0.37,53.19,0.32,irontogold,no change
Kennen,TOP,1.58,50.16,0.32,irontogold,no change
Kha'Zix,JUNGLE,8.79,49.61,11.84,irontogold,no change
Kindred,JUNGLE,2.54,47.42,0.52,irontogold,no change
Kled,MID,0.25,53.89,0.82,irontogold,no change
Kled,TOP,1.4,48.99,0.82,irontogold,no change
Kog'Maw,MID,0.12,48.89,0.13,irontogold,no change
Kog'Maw,ADC,0.92,49.19,0.13,irontogold,no change
LeBlanc,MID,3.27,47.63,3.45,irontogold,no change
Lee Sin,JUNGLE,11.04,46.61,4.84,irontogold,no change
Leona,SUPPORT,10.57,51.07,26.9,irontogold,no change
Lillia,JUNGLE,4.64,47.38,2.04,irontogold,no change
Lissandra,MID,1.42,49.92,0.31,irontogold,no change
Lucian,ADC,9.04,47.09,4.25,irontogold,no change
Lucian,MID,3.58,46.08,4.25,irontogold,no change
Lulu,SUPPORT,8.05,49.88,5.56,irontogold,no change
Lux,SUPPORT,11.52,49.34,5.62,irontogold,no change
Lux,MID,5.25,51.09,5.62,irontogold,no change
Malphite,TOP,7.39,52.11,13.77,irontogold,no change
Malphite,MID,1.47,52.36,13.77,irontogold,no change
Malphite,SUPPORT,2.53,47.75,13.77,irontogold,no change
Malzahar,MID,3.65,52.49,4.2,irontogold,no change
Maokai,SUPPORT,2.3,52.21,1.01,irontogold,no change
Maokai,TOP,0.68,51.24,1.01,irontogold,no change
Master Yi,JUNGLE,9.95,50.38,23.36,irontogold,buff
Miss Fortune,ADC,13.37,50.94,3.86,irontogold,no change
Mordekaiser,TOP,6.99,50.77,8.16,irontogold,no change
Mordekaiser,MID,0.92,53.83,8.16,irontogold,no change
Morgana,SUPPORT,11.25,50.08,35.41,irontogold,no change
Nami,SUPPORT,4.17,51.04,0.21,irontogold,no change
Nasus,TOP,7.01,52.64,6.79,irontogold,no change
Nautilus,SUPPORT,7.84,49.72,9.14,irontogold,no change
Neeko,MID,3.12,51.35,1.19,irontogold,no change
Neeko,SUPPORT,1,48.68,1.19,irontogold,no change
Nidalee,JUNGLE,3.7,45.48,0.85,irontogold,no change
Nocturne,JUNGLE,5.65,50.9,3.12,irontogold,no change
Olaf,JUNGLE,3.47,47.83,7.92,irontogold,no change
Orianna,MID,3.82,47.3,0.52,irontogold,no change
Ornn,TOP,4.1,51.45,1.09,irontogold,no change
Pantheon,MID,3.44,50.49,12.56,irontogold,no change
Pantheon,TOP,1.97,48.98,12.56,irontogold,no change
Pantheon,SUPPORT,3.12,45.94,12.56,irontogold,no change
Pantheon,JUNGLE,1.79,44.75,12.56,irontogold,no change
Poppy,TOP,1.74,50.03,0.62,irontogold,no change
Poppy,JUNGLE,0.96,51.42,0.62,irontogold,no change
Pyke,SUPPORT,7.19,47.37,10.74,irontogold,tweak
Pyke,MID,1.3,51.61,10.74,irontogold,tweak
Qiyana,MID,1.77,43.9,0.25,irontogold,buff
Quinn,TOP,2.35,50.32,1.96,irontogold,no change
Quinn,MID,0.35,52.25,1.96,irontogold,no change
Rakan,SUPPORT,3.4,48.13,0.24,irontogold,no change
Rammus,JUNGLE,5.8,54.83,10.42,irontogold,nerf
Rek'Sai,JUNGLE,2.16,47.89,0.73,irontogold,no change
Rell,SUPPORT,5.56,52.48,9.76,irontogold,nerf
Renekton,TOP,6.44,47.5,8.31,irontogold,no change
Renekton,MID,1.22,50.32,8.31,irontogold,no change
Rengar,JUNGLE,2.98,47.29,1.66,irontogold,no change
Rengar,TOP,0.93,47.57,1.66,irontogold,no change
Riven,TOP,4.88,48.69,1.58,irontogold,no change
Riven,MID,0.69,52.24,1.58,irontogold,no change
Rumble,MID,0.82,51.8,0.29,irontogold,no change
Rumble,TOP,1.09,48.17,0.29,irontogold,no change
Ryze,MID,3.1,45.78,0.31,irontogold,no change
Ryze,TOP,1.02,45.81,0.31,irontogold,no change
Samira,ADC,5.56,45.97,23.24,irontogold,buff
Sejuani,JUNGLE,1.83,49.43,0.18,irontogold,buff
Senna,SUPPORT,11.79,48.37,16.09,irontogold,no change
Senna,ADC,7.88,51.52,16.09,irontogold,no change
Seraphine,SUPPORT,10.73,51.97,19.58,irontogold,tweak
Seraphine,MID,1.5,52.6,19.58,irontogold,tweak
Sett,TOP,7.74,49.66,5.88,irontogold,no change
Sett,MID,1.33,52.33,5.88,irontogold,no change
Sett,SUPPORT,2.08,46.2,5.88,irontogold,no change
Shaco,JUNGLE,6.16,50.24,13.79,irontogold,tweak
Shaco,SUPPORT,2.64,52.61,13.79,irontogold,tweak
Shen,TOP,4.97,49.98,1.61,irontogold,no change
Shen,SUPPORT,0.61,47.98,1.61,irontogold,no change
Shyvana,JUNGLE,2.9,50.24,0.66,irontogold,no change
Singed,TOP,1.36,51.59,0.22,irontogold,no change
Sion,TOP,2.56,52.15,0.31,irontogold,no change
Sivir,ADC,6.29,51.62,1.84,irontogold,no change
Skarner,JUNGLE,2.35,53.19,0.95,irontogold,no change
Sona,SUPPORT,2.04,51.15,0.11,irontogold,no change
Soraka,SUPPORT,4.43,49.95,0.7,irontogold,no change
Swain,MID,1.05,55.29,6.39,irontogold,no change
Swain,SUPPORT,5.06,51.9,6.39,irontogold,no change
Sylas,MID,4.54,47.72,2.59,irontogold,no change
Sylas,TOP,1.26,48.07,2.59,irontogold,no change
Syndra,MID,3.04,46.19,1.02,irontogold,no change
Tahm Kench,TOP,1.07,47.73,0.39,irontogold,no change
Tahm Kench,SUPPORT,0.34,43.34,0.39,irontogold,no change
Taliyah,JUNGLE,1.17,47.33,0.27,irontogold,no change
Talon,MID,5.07,49.27,2.71,irontogold,no change
Taric,SUPPORT,0.98,50.71,0.11,irontogold,no change
Teemo,TOP,5.51,51.43,9.13,irontogold,no change
Thresh,SUPPORT,13.9,49.31,6.58,irontogold,no change
Tristana,ADC,10.95,50.91,6.44,irontogold,no change
Tristana,MID,1.38,50.94,6.44,irontogold,no change
Trundle,TOP,0.41,50.44,0.2,irontogold,buff
Trundle,JUNGLE,1.15,48.81,0.2,irontogold,buff
Tryndamere,TOP,3.52,48.06,3.36,irontogold,no change
Tryndamere,MID,0.52,50.78,3.36,irontogold,no change
Tryndamere,JUNGLE,0.47,46.23,3.36,irontogold,no change
Twisted Fate,MID,4.07,47.57,0.37,irontogold,no change
Twitch,ADC,4.26,49.73,3.57,irontogold,tweak
Twitch,SUPPORT,0.8,45.36,3.57,irontogold,tweak
Twitch,JUNGLE,0.62,43.09,3.57,irontogold,tweak
Udyr,JUNGLE,9.48,53.75,36.27,irontogold,nerf
Urgot,TOP,4.77,51.88,3.99,irontogold,no change
Varus,ADC,2.91,48.39,0.29,irontogold,no change
Vayne,ADC,13.79,51.06,15.18,irontogold,no change
Vayne,TOP,2.63,48.75,15.18,irontogold,no change
Veigar,MID,5.4,51.62,1.77,irontogold,no change
Veigar,SUPPORT,1,48.52,1.77,irontogold,no change
Vel'Koz,MID,1.65,52.15,0.63,irontogold,no change
Vel'Koz,SUPPORT,2.25,50.79,0.63,irontogold,no change
Vi,JUNGLE,4.34,51.94,0.81,irontogold,no change
Viego,JUNGLE,9.66,49.86,33.31,irontogold,no change
Viego,MID,3.04,50.49,33.31,irontogold,no change
Viego,TOP,2.81,48.56,33.31,irontogold,no change
Viktor,MID,3.45,51.67,0.91,irontogold,no change
Vladimir,MID,3.17,50.08,2.61,irontogold,no change
Vladimir,TOP,1.42,49.32,2.61,irontogold,no change
Volibear,TOP,4.31,50.94,2.88,irontogold,no change
Volibear,JUNGLE,1.89,50.23,2.88,irontogold,no change
Warwick,JUNGLE,6.7,51.77,2.87,irontogold,no change
Warwick,TOP,0.82,50.08,2.87,irontogold,no change
Wukong,TOP,3.13,50.82,1.51,irontogold,no change
Wukong,JUNGLE,0.85,51.21,1.51,irontogold,no change
Xayah,ADC,5.38,47.72,0.69,irontogold,no change
Xerath,MID,2.07,50.07,2.2,irontogold,no change
Xerath,SUPPORT,2.71,49.66,2.2,irontogold,no change
Xin Zhao,JUNGLE,2.51,48.09,0.3,irontogold,no change
Yasuo,MID,12.93,50.12,27.13,irontogold,no change
Yasuo,TOP,3.14,49.94,27.13,irontogold,no change
Yone,MID,12.02,51.04,27.05,irontogold,no change
Yone,TOP,2.94,50.38,27.05,irontogold,no change
Yorick,TOP,1.9,51.69,0.9,irontogold,no change
Yuumi,SUPPORT,7.4,49.67,6.67,irontogold,no change
Zac,JUNGLE,2.53,50.54,0.68,irontogold,no change
Zed,MID,10.84,48.61,39.36,irontogold,no change
Ziggs,MID,1.34,49.95,0.21,irontogold,no change
Ziggs,ADC,0.23,51.68,0.21,irontogold,no change
Ziggs,SUPPORT,0.24,48.71,0.21,irontogold,no change
Zilean,MID,0.35,53.62,0.42,irontogold,no change
Zilean,SUPPORT,2.14,51.72,0.42,irontogold,no change
Zoe,MID,2.85,46.14,1.64,irontogold,no change
Zyra,SUPPORT,3.84,50.62,1.61,irontogold,no change
Aatrox,TOP,4.2,47.08,3.95,irontogold,no change
Ahri,MID,6.19,50.62,2.21,irontogold,no change
Akali,MID,4.46,45.32,7.37,irontogold,tweak
Akali,TOP,1.24,46.09,7.37,irontogold,tweak
Alistar,SUPPORT,7.28,50.6,2.64,irontogold,no change
Amumu,JUNGLE,3.99,52.2,1.52,irontogold,no change
Anivia,MID,3.56,52.28,7.06,irontogold,no change
Anivia,SUPPORT,0.43,47.44,7.06,irontogold,no change
Annie,MID,2.88,52.91,1.58,irontogold,no change
Aphelios,ADC,3.5,46.97,1.52,irontogold,no change
Ashe,ADC,8.24,49.74,2.05,irontogold,no change
Ashe,SUPPORT,1.03,46.33,2.05,irontogold,no change
Aurelion Sol,MID,0.68,49.97,0.2,irontogold,no change
Azir,MID,1.55,41.76,0.27,irontogold,no change
Bard,SUPPORT,2.99,50.55,0.4,irontogold,no change
Blitzcrank,SUPPORT,6.94,50.06,14.5,irontogold,no change
Brand,SUPPORT,6.26,52.51,10.82,irontogold,no change
Brand,MID,1.47,54.29,10.82,irontogold,no change
Braum,SUPPORT,2.4,49.78,0.45,irontogold,no change
Caitlyn,ADC,14.21,48.74,9.85,irontogold,no change
Camille,TOP,4.5,48.11,4.67,irontogold,no change
Cassiopeia,MID,1.83,49.33,1.16,irontogold,no change
Cassiopeia,TOP,0.33,49.13,1.16,irontogold,no change
Cho'Gath,TOP,5.2,52.49,3.13,irontogold,no change
Cho'Gath,MID,0.82,52.72,3.13,irontogold,no change
Corki,MID,1.5,51.76,0.3,irontogold,no change
Darius,TOP,8.08,49.51,37.62,irontogold,no change
Diana,MID,6.15,52.82,6.16,irontogold,no change
Dr. Mundo,JUNGLE,4.58,53.44,3.04,irontogold,no change
Dr. Mundo,TOP,0.95,49.67,3.04,irontogold,no change
Draven,ADC,3.67,48.6,4.04,irontogold,no change
Ekko,MID,4.35,51.06,5.64,irontogold,no change
Ekko,JUNGLE,5.39,50.6,5.64,irontogold,no change
Elise,JUNGLE,4.16,49.75,5.2,irontogold,no change
Evelynn,JUNGLE,4.2,48.9,6.41,irontogold,no change
Ezreal,ADC,17.12,47.08,4.54,irontogold,no change
Fiddlesticks,JUNGLE,3.57,50.99,2,irontogold,no change
Fiora,TOP,5.96,49.57,7.49,irontogold,no change
Fizz,MID,5.75,51.3,17.71,irontogold,no change
Galio,MID,3.64,51.37,2.01,irontogold,no change
Galio,SUPPORT,1.78,51.28,2.01,irontogold,no change
Gangplank,TOP,2.74,44.85,1.05,irontogold,no change
Gangplank,MID,0.46,46.96,1.05,irontogold,no change
Garen,TOP,10.06,52.69,8.01,irontogold,no change
Gnar,TOP,9.47,50.57,12.39,irontogold,nerf
Gragas,JUNGLE,2.58,48.08,1.05,irontogold,no change
Gragas,TOP,2.1,46.96,1.05,irontogold,no change
Graves,JUNGLE,5.66,47.23,3.87,irontogold,no change
Hecarim,JUNGLE,13.33,51.94,24.23,irontogold,nerf
Heimerdinger,MID,1.29,51.49,1.77,irontogold,no change
Heimerdinger,TOP,1.1,49.88,1.77,irontogold,no change
Illaoi,TOP,3.44,49.88,8.76,irontogold,no change
Irelia,TOP,6.82,46.1,12.85,irontogold,no change
Irelia,MID,4.78,45.85,12.85,irontogold,no change
Ivern,JUNGLE,1.21,50.62,0.45,irontogold,no change
Janna,SUPPORT,3.15,50.59,0.22,irontogold,no change
Jarvan IV,JUNGLE,2.97,49.92,0.31,irontogold,no change
Jax,TOP,4.85,50.03,6.37,irontogold,no change
Jax,JUNGLE,3.84,49.65,6.37,irontogold,no change
Jayce,MID,0.71,51.21,0.54,irontogold,no change
Jayce,TOP,2.09,47.62,0.54,irontogold,no change
Jhin,ADC,17.82,50.79,12.03,irontogold,no change
Jinx,ADC,12.91,50.4,3.31,irontogold,no change
Kai'Sa,ADC,24.23,49.94,23.63,irontogold,no change
Kalista,ADC,1.78,46.67,0.61,irontogold,no change
Kalista,TOP,0.41,44.06,0.61,irontogold,no change
Karma,SUPPORT,4.13,47.9,0.43,irontogold,no change
Karthus,JUNGLE,2.38,51.47,2.26,irontogold,nerf
Karthus,MID,0.28,50.98,2.26,irontogold,nerf
Kassadin,MID,4.28,49.49,7.37,irontogold,no change
Katarina,MID,8.86,50.14,14.63,irontogold,no change
Kayle,TOP,2.44,49.59,0.56,irontogold,no change
Kayle,MID,0.37,51.6,0.56,irontogold,no change
Kayn,JUNGLE,11.84,48.88,11.6,irontogold,no change
Kennen,MID,0.37,51.6,0.3,irontogold,no change
Kennen,TOP,1.52,50.35,0.3,irontogold,no change
Kha'Zix,JUNGLE,8.97,49.8,11.49,irontogold,no change
Kindred,JUNGLE,2.49,46.33,0.45,irontogold,no change
Kled,MID,0.23,52.58,0.79,irontogold,no change
Kled,TOP,1.24,48.78,0.79,irontogold,no change
Kog'Maw,ADC,1.61,51.21,0.21,irontogold,no change
LeBlanc,MID,3.12,47.25,3.09,irontogold,buff
Lee Sin,JUNGLE,11.21,46.7,5.18,irontogold,no change
Leona,SUPPORT,10.73,50.87,24.06,irontogold,no change
Lillia,JUNGLE,4.95,46.56,2.1,irontogold,buff
Lissandra,MID,1.49,49.66,0.33,irontogold,no change
Lucian,ADC,8.56,47.08,4.04,irontogold,no change
Lucian,MID,3.61,45.4,4.04,irontogold,no change
Lulu,SUPPORT,8.6,50.13,6.93,irontogold,no change
Lux,SUPPORT,12.51,49.84,6.23,irontogold,no change
Lux,MID,5.3,51.42,6.23,irontogold,no change
Malphite,TOP,6.88,51.98,11.2,irontogold,no change
Malphite,MID,1.37,53.53,11.2,irontogold,no change
Malphite,SUPPORT,1.84,48.52,11.2,irontogold,no change
Malzahar,MID,3.81,52.96,4.56,irontogold,no change
Maokai,SUPPORT,2.03,52.17,0.55,irontogold,no change
Maokai,TOP,0.59,50.84,0.55,irontogold,no change
Master Yi,JUNGLE,11.4,51.73,26.18,irontogold,no change
Miss Fortune,ADC,12.75,50.95,3.4,irontogold,no change
Mordekaiser,TOP,7.26,50.23,8.82,irontogold,no change
Mordekaiser,MID,0.95,53.98,8.82,irontogold,no change
Morgana,SUPPORT,12.26,50.41,37.55,irontogold,no change
Nami,SUPPORT,4.57,51.14,0.26,irontogold,no change
Nasus,TOP,6.85,52.37,7.17,irontogold,no change
Nautilus,SUPPORT,8.2,50.03,9.75,irontogold,no change
Neeko,MID,3.07,51.54,1.23,irontogold,no change
Neeko,SUPPORT,1,48.7,1.23,irontogold,no change
Nidalee,JUNGLE,3.21,44.73,0.73,irontogold,no change
Nocturne,JUNGLE,6.25,50.98,3.91,irontogold,no change
Olaf,JUNGLE,3.32,47.71,5.48,irontogold,no change
Olaf,TOP,0.36,45.56,5.48,irontogold,no change
Orianna,MID,3.46,47.17,0.49,irontogold,no change
Ornn,TOP,3.49,51.18,1,irontogold,no change
Pantheon,MID,3.11,50.95,8.13,irontogold,no change
Pantheon,TOP,1.31,49.35,8.13,irontogold,no change
Pantheon,SUPPORT,3.05,46.74,8.13,irontogold,no change
Poppy,TOP,1.89,49.27,0.85,irontogold,no change
Poppy,JUNGLE,1.45,50.65,0.85,irontogold,no change
Pyke,SUPPORT,7.78,47.07,12.19,irontogold,tweak
Qiyana,MID,3.19,46.15,0.79,irontogold,no change
Quinn,MID,0.33,52.41,1.86,irontogold,no change
Quinn,TOP,2.16,50,1.86,irontogold,no change
Rakan,SUPPORT,3.52,48.91,0.22,irontogold,no change
Rammus,JUNGLE,4.92,52.68,10.69,irontogold,no change
Rek'Sai,JUNGLE,1.86,47.8,0.65,irontogold,no change
Rell,SUPPORT,4.69,50.65,9.74,irontogold,no change
Renekton,TOP,5.95,46.9,7.19,irontogold,nerf
Renekton,MID,1.04,50.51,7.19,irontogold,nerf
Rengar,JUNGLE,3.3,46.72,1.76,irontogold,no change
Rengar,TOP,0.82,47.76,1.76,irontogold,no change
Riven,TOP,4.97,48.79,1.56,irontogold,no change
Riven,MID,0.7,51.38,1.56,irontogold,no change
Rumble,MID,0.7,51.95,0.26,irontogold,no change
Rumble,TOP,1.02,47.64,0.26,irontogold,no change
Ryze,MID,3.13,45.22,0.37,irontogold,no change
Ryze,TOP,1.05,44.99,0.37,irontogold,no change
Samira,ADC,7.24,49.46,17.21,irontogold,no change
Sejuani,JUNGLE,2.42,50.84,0.28,irontogold,no change
Senna,SUPPORT,10.61,47.75,15.79,irontogold,no change
Senna,ADC,4.64,50.22,15.79,irontogold,no change
Seraphine,SUPPORT,8.83,50.59,17.4,irontogold,no change
Seraphine,MID,1.12,51.55,17.4,irontogold,no change
Sett,TOP,7.74,49.24,6.66,irontogold,no change
