champ,role,winrate,rank,banrate,pickrate,change
Xin Zhao,JUNGLE,48.35,irontogold,0.35,2.83,no change
Yasuo,MID,49.21,irontogold,29.79,13.79,no change
Yasuo,TOP,49.77,irontogold,29.79,3.45,no change
Yasuo,ADC,49.81,irontogold,29.79,2.09,no change
Yone,MID,49.75,irontogold,24.02,11.77,no change
Yone,TOP,49.29,irontogold,24.02,3.25,no change
Yorick,TOP,51.62,irontogold,0.92,2.02,no change
Yuumi,SUPPORT,49.93,irontogold,7.79,7.69,no change
Zac,JUNGLE,50.91,irontogold,0.97,3.11,no change
Zed,MID,48.44,irontogold,39.86,11.23,no change
Ziggs,ADC,51.95,irontogold,0.16,0.26,no change
Ziggs,MID,50.01,irontogold,0.16,1.44,no change
Ziggs,SUPPORT,49.12,irontogold,0.16,0.25,no change
Zilean,MID,54.37,irontogold,0.38,0.3,no change
Zilean,SUPPORT,51.63,irontogold,0.38,2,no change
Zoe,MID,46.47,irontogold,1.67,2.98,no change
Zyra,SUPPORT,51.15,irontogold,1.68,3.73,no change
Aatrox,TOP,47.72,irontogold,7.5,5.53,no change
Ahri,MID,50.75,irontogold,1.99,5.67,no change
Akali,MID,44.67,irontogold,16.04,5.91,no change
Akali,TOP,44.3,irontogold,16.04,2.31,no change
Alistar,SUPPORT,50.77,irontogold,1.95,6.9,no change
Amumu,JUNGLE,52.08,irontogold,2.52,3.85,no change
Anivia,MID,53.13,irontogold,12.6,5.33,nerf
Anivia,SUPPORT,48.98,irontogold,12.6,0.56,nerf
Annie,MID,53.03,irontogold,1.39,3.23,no change
Aphelios,ADC,47.24,irontogold,2.27,5.79,no change
Ashe,ADC,50.35,irontogold,2.83,9.15,no change
Ashe,SUPPORT,46.85,irontogold,2.83,1.85,no change
Aurelion Sol,MID,51.03,irontogold,0.19,0.72,no change
Azir,MID,45.75,irontogold,0.21,1.45,no change
Bard,SUPPORT,49.9,irontogold,0.35,2.59,no change
Blitzcrank,SUPPORT,50.08,irontogold,14.11,6.77,no change
Brand,SUPPORT,52.37,irontogold,11.37,6.11,no change
Brand,MID,54.32,irontogold,11.37,1.66,no change
Braum,SUPPORT,49.71,irontogold,0.4,2.24,no change
Caitlyn,ADC,48.11,irontogold,7.08,10.92,no change
Camille,TOP,49.4,irontogold,7.68,6.72,no change
Cassiopeia,TOP,51.58,irontogold,1.18,0.36,no change
Cassiopeia,MID,49.76,irontogold,1.18,2.02,no change
Cho'Gath,TOP,53.82,irontogold,2.13,4.83,no change
Cho'Gath,MID,53.27,irontogold,2.13,0.77,no change
Corki,MID,50.35,irontogold,0.21,0.67,no change
Corki,ADC,48.96,irontogold,0.21,0.1,no change
Darius,TOP,49.82,irontogold,42.11,8.67,no change
Diana,MID,53.02,irontogold,4.72,5.7,no change
Dr. Mundo,JUNGLE,54.01,irontogold,1.66,2.8,no change
Dr. Mundo,TOP,50.39,irontogold,1.66,2.07,no change
Draven,ADC,47.71,irontogold,3.68,3.7,no change
Ekko,JUNGLE,51.41,irontogold,8.71,6.99,no change
Ekko,MID,51.19,irontogold,8.71,5.27,no change
Elise,JUNGLE,51.29,irontogold,6.47,4.79,nerf
Evelynn,JUNGLE,49.87,irontogold,6.77,4.5,no change
Ezreal,ADC,47.19,irontogold,2.42,11.74,buff
Fiddlesticks,JUNGLE,51.38,irontogold,2.13,3.36,no change
Fiora,TOP,48.63,irontogold,5.52,4.18,no change
Fizz,MID,52.05,irontogold,20.41,6.83,no change
Galio,MID,52.04,irontogold,2.17,4.4,no change
Galio,SUPPORT,51.67,irontogold,2.17,2.28,no change
Gangplank,TOP,45.8,irontogold,0.82,2.44,no change
Gangplank,MID,45.94,irontogold,0.82,0.44,no change
Garen,TOP,53.42,irontogold,6.93,10.23,no change
Gnar,TOP,50.23,irontogold,2.91,6.16,no change
Gragas,TOP,48.7,irontogold,0.63,1.79,no change
Gragas,JUNGLE,48.3,irontogold,0.63,2.23,no change
Graves,JUNGLE,47.05,irontogold,12.53,7.88,no change
Hecarim,JUNGLE,51.24,irontogold,15.76,10.15,no change
Heimerdinger,MID,52.34,irontogold,1.56,1.34,no change
Heimerdinger,TOP,50.65,irontogold,1.56,1.18,no change
Illaoi,TOP,51.05,irontogold,9.08,3.86,no change
Irelia,TOP,46.42,irontogold,10.01,6.5,no change
Irelia,MID,46.33,irontogold,10.01,4.34,no change
Ivern,JUNGLE,52.03,irontogold,1.29,2.03,nerf
Janna,SUPPORT,49.17,irontogold,0.26,3.22,no change
Jarvan IV,JUNGLE,49.48,irontogold,0.28,2.52,no change
Jax,TOP,48.71,irontogold,5.99,3.99,no change
Jax,JUNGLE,48.6,irontogold,5.99,3.19,no change
Jayce,MID,50.3,irontogold,0.55,0.71,no change
Jayce,TOP,46.84,irontogold,0.55,1.79,no change
Jhin,ADC,51.26,irontogold,19.99,24.22,no change
Jinx,ADC,49.22,irontogold,0.48,5.35,tweak
Kai'Sa,ADC,50.57,irontogold,18.76,28.72,no change
Kalista,ADC,46.98,irontogold,0.37,1.6,no change
Kalista,TOP,42.64,irontogold,0.37,0.39,no change
Karma,SUPPORT,46.52,irontogold,0.23,3.1,buff
Karthus,MID,50.46,irontogold,0.7,0.27,no change
Karthus,JUNGLE,50.42,irontogold,0.7,1.56,no change
Kassadin,MID,49.01,irontogold,3.72,3.32,no change
Katarina,MID,48.39,irontogold,16.04,8.63,no change
Kayle,TOP,50.13,irontogold,0.86,2.32,no change
Kayle,MID,51.15,irontogold,0.86,0.36,no change
Kayn,JUNGLE,49.51,irontogold,16.28,12.45,no change
Kennen,MID,53.38,irontogold,0.3,0.4,no change
Kennen,TOP,49.84,irontogold,0.3,1.65,no change
Kha'Zix,JUNGLE,49.67,irontogold,16.11,9.48,no change
Kindred,JUNGLE,47.24,irontogold,0.72,2.83,no change
Kled,MID,54.34,irontogold,0.86,0.26,no change
Kled,TOP,50.29,irontogold,0.86,1.66,no change
Kog'Maw,ADC,49.44,irontogold,0.1,0.78,no change
LeBlanc,MID,48.41,irontogold,3.72,3.47,no change
Lee Sin,JUNGLE,46.17,irontogold,4.62,8.99,no change
Leona,SUPPORT,50.97,irontogold,27.85,11.88,no change
Lillia,JUNGLE,47.78,irontogold,2.13,4.5,no change
Lissandra,MID,49.95,irontogold,0.31,1.42,no change
Lucian,ADC,47.76,irontogold,5.01,11.26,no change
Lucian,MID,45.54,irontogold,5.01,3.67,no change
Lulu,SUPPORT,49.92,irontogold,5.59,7.85,no change
Lux,SUPPORT,49.6,irontogold,5.85,12.06,no change
Lux,MID,51.19,irontogold,5.85,5.54,no change
Malphite,TOP,52.04,irontogold,15.41,7.88,no change
Malphite,MID,52.58,irontogold,15.41,1.64,no change
Malphite,SUPPORT,48.09,irontogold,15.41,2.75,no change
Malzahar,MID,52.93,irontogold,4.03,3.74,no change
Maokai,SUPPORT,51.81,irontogold,5.26,4.3,no change
Maokai,TOP,51.12,irontogold,5.26,0.82,no change
Master Yi,JUNGLE,50.61,irontogold,27.89,10.32,no change
Miss Fortune,ADC,51.24,irontogold,6.45,17.9,no change
Mordekaiser,TOP,49.5,irontogold,7.69,6.84,buff
Mordekaiser,MID,51.91,irontogold,7.69,0.89,buff
Morgana,SUPPORT,50.01,irontogold,33.75,11.7,no change
Morgana,MID,53.14,irontogold,33.75,1.55,no change
Nami,SUPPORT,50.99,irontogold,0.27,4.55,no change
Nasus,TOP,52.9,irontogold,5.96,6.72,no change
Nautilus,SUPPORT,49.48,irontogold,9.09,8.39,no change
Neeko,MID,52.45,irontogold,0.99,3.23,no change
Neeko,SUPPORT,48.61,irontogold,0.99,1.21,no change
Nidalee,JUNGLE,45.21,irontogold,0.82,3.5,no change
Nocturne,JUNGLE,51.13,irontogold,2.19,4.82,no change
Olaf,JUNGLE,52.05,irontogold,22.47,7.11,nerf
Orianna,MID,47.32,irontogold,0.49,3.78,no change
Ornn,TOP,51.77,irontogold,1.34,4.32,no change
Pantheon,MID,51.5,irontogold,22.24,4.56,tweak
Pantheon,JUNGLE,50.48,irontogold,22.24,4.85,tweak
Pantheon,TOP,49.65,irontogold,22.24,3.07,tweak
Pantheon,SUPPORT,46.61,irontogold,22.24,4.44,tweak
Poppy,JUNGLE,52.14,irontogold,0.59,0.86,no change
Poppy,TOP,49.53,irontogold,0.59,1.75,no change
Pyke,MID,51.55,irontogold,11.41,1.09,no change
Pyke,SUPPORT,46.75,irontogold,11.41,6.73,no change
Qiyana,MID,45,irontogold,0.21,1.31,no change
Quinn,TOP,49,irontogold,1.96,2.21,no change
Quinn,MID,50.64,irontogold,1.96,0.36,no change
Rakan,SUPPORT,48.17,irontogold,0.22,3.1,no change
Rammus,JUNGLE,55.3,irontogold,7.84,4.64,tweak
Rek'Sai,JUNGLE,48.67,irontogold,0.56,1.56,no change
Rell,SUPPORT,53.1,irontogold,3.41,3.91,tweak
Renekton,TOP,48.25,irontogold,7.36,6.82,no change
Renekton,MID,51.32,irontogold,7.36,1.12,no change
Rengar,TOP,48.32,irontogold,1.5,0.94,no change
Rengar,JUNGLE,46.41,irontogold,1.5,2.52,no change
Riven,TOP,47.38,irontogold,0.87,3.47,buff
Riven,MID,49.99,irontogold,0.87,0.52,buff
Rumble,MID,51.57,irontogold,0.26,0.77,no change
Rumble,TOP,47.95,irontogold,0.26,0.95,no change
Ryze,MID,46.55,irontogold,0.24,2.21,no change
Ryze,TOP,46.32,irontogold,0.24,0.79,no change
Samira,ADC,47.23,irontogold,42.98,12.77,no change
Sejuani,JUNGLE,49.92,irontogold,0.21,1.69,no change
Senna,SUPPORT,48.66,irontogold,3.94,9.35,no change
Senna,ADC,52.17,irontogold,3.94,5.08,no change
Seraphine,SUPPORT,52.65,irontogold,10.86,9.92,nerf
Seraphine,MID,54.8,irontogold,10.86,1.56,nerf
Sett,TOP,49.68,irontogold,5.87,7.44,no change
Sett,MID,53.15,irontogold,5.87,1.25,no change
Sett,SUPPORT,46.99,irontogold,5.87,2.26,no change
Shaco,SUPPORT,52.77,irontogold,12.52,2.86,no change
Shaco,JUNGLE,49.74,irontogold,12.52,5.27,no change
Shen,TOP,50.69,irontogold,2.16,5.36,no change
Shen,SUPPORT,47.77,irontogold,2.16,0.63,no change
Shyvana,TOP,47.41,irontogold,0.29,0.39,tweak
Shyvana,JUNGLE,48.73,irontogold,0.29,2.14,tweak
Singed,TOP,49.57,irontogold,0.16,0.99,buff
Sion,TOP,52.58,irontogold,0.26,2.25,no change
Sivir,ADC,50.43,irontogold,0.18,2.3,no change
Skarner,JUNGLE,54.92,irontogold,0.24,1.28,no change
Sona,SUPPORT,51.8,irontogold,0.1,2.16,no change
Soraka,SUPPORT,49.26,irontogold,0.67,4.1,no change
Swain,ADC,57.01,irontogold,7.08,0.82,no change
Swain,MID,55.85,irontogold,7.08,1.05,no change
Swain,SUPPORT,51.75,irontogold,7.08,5.3,no change
Sylas,MID,48.08,irontogold,3.15,4.51,tweak
Sylas,TOP,46.58,irontogold,3.15,1.81,tweak
Syndra,MID,46.84,irontogold,1.01,3.09,no change
Tahm Kench,TOP,48.88,irontogold,0.29,0.95,no change
Tahm Kench,SUPPORT,44.75,irontogold,0.29,0.27,no change
Taliyah,JUNGLE,48.34,irontogold,1.43,2.69,tweak
Talon,MID,48.4,irontogold,1.32,3.5,no change
Taric,SUPPORT,51.13,irontogold,0.12,1.01,no change
Teemo,TOP,51.57,irontogold,10.44,6.25,no change
Thresh,SUPPORT,48.92,irontogold,4.57,12.37,no change
Tristana,ADC,51.17,irontogold,5.48,11.23,no change
Trundle,TOP,50.16,irontogold,0.2,0.62,no change
Trundle,JUNGLE,49.57,irontogold,0.2,1.28,no change
Tryndamere,TOP,47.43,irontogold,3.08,3.11,no change
Tryndamere,MID,50.45,irontogold,3.08,0.47,no change
Tryndamere,JUNGLE,46.26,irontogold,3.08,0.43,no change
Twisted Fate,MID,47.56,irontogold,0.27,4.22,no change
Twitch,ADC,50.01,irontogold,1.89,3.87,no change
Twitch,JUNGLE,43.95,irontogold,1.89,0.53,no change
Udyr,JUNGLE,53.26,irontogold,4.1,5.96,nerf
Urgot,TOP,50.48,irontogold,4.02,4.31,no change
Varus,ADC,48.09,irontogold,0.19,2.43,no change
Vayne,ADC,50.8,irontogold,13.54,13.03,no change
Vayne,TOP,47.81,irontogold,13.54,2.55,no change
Veigar,MID,50.84,irontogold,1.42,4.14,no change
Veigar,SUPPORT,48.65,irontogold,1.42,0.9,no change
Vel'Koz,MID,52.38,irontogold,0.68,1.67,no change
Vel'Koz,SUPPORT,50.24,irontogold,0.68,2.22,no change
Vi,JUNGLE,51.67,irontogold,0.93,4.32,no change
Viego,JUNGLE,46.63,irontogold,31.45,12.87,no change
Viego,TOP,46.18,irontogold,31.45,4.12,no change
Viego,MID,48.2,irontogold,31.45,2.99,no change
Viktor,MID,52.42,irontogold,1.29,4.14,no change
Vladimir,MID,48.56,irontogold,2.39,2.87,buff
Vladimir,TOP,46.53,irontogold,2.39,1.12,buff
Volibear,TOP,51.73,irontogold,3.14,3.87,no change
Volibear,JUNGLE,50.13,irontogold,3.14,2.67,no change
Warwick,JUNGLE,51.42,irontogold,2.81,6.2,no change
Warwick,TOP,50.27,irontogold,2.81,0.87,no change
Wukong,TOP,51.97,irontogold,1.56,3.31,no change
Wukong,MID,53.52,irontogold,1.56,0.49,no change
Wukong,JUNGLE,50.69,irontogold,1.56,0.9,no change
Xayah,ADC,47.95,irontogold,0.38,3.9,no change
Xerath,MID,50.93,irontogold,2.52,2.25,no change
Xerath,SUPPORT,49.51,irontogold,2.52,2.99,no change
Xin Zhao,JUNGLE,49.27,irontogold,0.32,2.44,no change
Yasuo,MID,49.25,irontogold,27.2,12.58,no change
Yasuo,TOP,49.45,irontogold,27.2,3.04,no change
Yasuo,ADC,49.08,irontogold,27.2,1.91,no change
Yone,MID,49.64,irontogold,25,11.45,no change
Yone,TOP,49.75,irontogold,25,2.91,no change
Yorick,TOP,51.73,irontogold,0.91,1.95,no change
Yuumi,SUPPORT,49.88,irontogold,7.05,7.26,no change
Zac,JUNGLE,50.74,irontogold,0.82,2.58,no change
Zed,MID,48.53,irontogold,37.91,11.05,no change
Ziggs,ADC,52.06,irontogold,0.17,0.27,no change
Ziggs,MID,49.54,irontogold,0.17,1.45,no change
Ziggs,SUPPORT,48.45,irontogold,0.17,0.25,no change
Zilean,MID,53.8,irontogold,0.38,0.33,no change
Zilean,SUPPORT,51.23,irontogold,0.38,2.04,no change
Zoe,MID,45.65,irontogold,1.79,3.23,no change
Zyra,SUPPORT,51.26,irontogold,1.59,3.69,no change
Aatrox,TOP,47.25,irontogold,6.01,4.73,no change
Ahri,MID,50.41,irontogold,1.95,5.62,no change
Akali,MID,44.93,irontogold,11.25,4.79,no change
Akali,TOP,44.61,irontogold,11.25,1.78,no change
Alistar,SUPPORT,50.67,irontogold,2.35,7.32,no change
Amumu,JUNGLE,52.07,irontogold,1.88,3.77,buff
Anivia,MID,52.1,irontogold,10.74,4.44,no change
Anivia,SUPPORT,47.82,irontogold,10.74,0.47,no change
Annie,MID,53.07,irontogold,1.45,3.38,no change
Aphelios,ADC,47,irontogold,1.95,5.41,no change
Ashe,ADC,50.36,irontogold,2.38,8.71,no change
Ashe,SUPPORT,47.18,irontogold,2.38,1.36,no change
Aurelion Sol,MID,50.63,irontogold,0.18,0.71,no change
Azir,MID,44.69,irontogold,0.22,1.74,no change
Bard,SUPPORT,49.49,irontogold,0.32,2.53,no change
Blitzcrank,SUPPORT,50.01,irontogold,13.39,6.74,no change
Brand,SUPPORT,52.02,irontogold,10.74,6.09,no change
Brand,MID,54.08,irontogold,10.74,1.6,no change
Braum,SUPPORT,49.68,irontogold,0.38,2.23,buff
Caitlyn,ADC,47.68,irontogold,6.32,9.17,buff
Camille,TOP,49.14,irontogold,8.08,6.61,nerf
Cassiopeia,MID,50.22,irontogold,1.23,2.07,no change
Cassiopeia,TOP,50.15,irontogold,1.23,0.36,no change
Cho'Gath,TOP,53.02,irontogold,2.87,5.1,no change
Cho'Gath,MID,53.32,irontogold,2.87,0.8,no change
Corki,MID,50.36,irontogold,0.2,0.8,no change
Corki,ADC,48.25,irontogold,0.2,0.09,no change
Darius,TOP,49.7,irontogold,40.65,8.43,no change
Diana,MID,52.65,irontogold,4.72,5.65,no change
Dr. Mundo,JUNGLE,53.8,irontogold,2.24,3.98,no change
Dr. Mundo,TOP,50.08,irontogold,2.24,1.7,no change
Draven,ADC,48.28,irontogold,3.5,3.27,no change
Ekko,JUNGLE,50.97,irontogold,7.41,6.47,no change
Ekko,MID,50.68,irontogold,7.41,4.95,no change
Elise,JUNGLE,50.07,irontogold,6.21,4.12,no change
Evelynn,JUNGLE,49.34,irontogold,6.82,4.57,no change
Ezreal,ADC,47.43,irontogold,2.83,15.61,no change
Fiddlesticks,JUNGLE,51.02,irontogold,2.14,3.66,no change
Fiora,TOP,47.69,irontogold,5.01,4.36,buff
Fizz,MID,51.46,irontogold,20.02,6.56,no change
Galio,MID,51.8,irontogold,2.46,4.49,no change
Galio,SUPPORT,51.42,irontogold,2.46,2.1,no change
Gangplank,TOP,45.24,irontogold,0.9,2.65,no change
Gangplank,MID,47.18,irontogold,0.9,0.46,no change
Garen,TOP,53.14,irontogold,7.49,10.3,no change
Gnar,TOP,49.67,irontogold,5.2,7.47,no change
Gragas,TOP,48.6,irontogold,0.81,2.58,no change
Gragas,JUNGLE,48.17,irontogold,0.81,2.24,no change
Graves,JUNGLE,47.71,irontogold,7.96,7.18,no change
Hecarim,JUNGLE,50.85,irontogold,17.03,10.73,no change
Heimerdinger,MID,51.42,irontogold,1.58,1.26,no change
Heimerdinger,TOP,50.8,irontogold,1.58,1.13,no change
Illaoi,TOP,50.97,irontogold,8.5,3.68,no change
Irelia,TOP,46.67,irontogold,10.67,6.48,no change
Irelia,MID,45.8,irontogold,10.67,4.5,no change
Ivern,JUNGLE,49.85,irontogold,0.84,1.53,no change
Janna,SUPPORT,49.2,irontogold,0.21,2.99,no change
Jarvan IV,JUNGLE,49.56,irontogold,0.26,2.82,no change
Jax,TOP,48.79,irontogold,5.81,4.01,no change
Jax,JUNGLE,48.44,irontogold,5.81,3.16,no change
Jayce,MID,49.34,irontogold,0.49,0.69,no change
Jayce,TOP,47.33,irontogold,0.49,1.81,no change
Jhin,ADC,51.16,irontogold,16.16,21.39,no change
Jinx,ADC,49.57,irontogold,0.81,8.46,buff
Kai'Sa,ADC,50.51,irontogold,25.19,27.67,no change
Kalista,ADC,46.69,irontogold,0.4,1.61,no change
Kalista,TOP,42.68,irontogold,0.4,0.43,no change
Karma,SUPPORT,47.06,irontogold,0.32,3.63,no change
Karthus,JUNGLE,51.62,irontogold,1.48,2.11,no change
Karthus,MID,50.97,irontogold,1.48,0.28,no change
Kassadin,MID,49.24,irontogold,4.54,3.44,no change
Katarina,MID,49.09,irontogold,14.48,8.59,buff
Kayle,TOP,50.41,irontogold,0.61,2.26,no change
Kayle,MID,51.47,irontogold,0.61,0.35,no change
Kayn,JUNGLE,49.3,irontogold,13.48,11.82,no change
Kennen,MID,51.81,irontogold,0.28,0.38,no change
Kennen,TOP,50.28,irontogold,0.28,1.56,no change
Kha'Zix,JUNGLE,49.97,irontogold,14.08,9.43,no change
Kindred,JUNGLE,47.03,irontogold,0.6,2.61,no change
Kled,MID,51.8,irontogold,0.85,0.25,no change
Kled,TOP,50,irontogold,0.85,1.53,no change
Kog'Maw,MID,51.34,irontogold,0.1,0.1,no change
Kog'Maw,ADC,49.36,irontogold,0.1,0.73,no change
LeBlanc,MID,47.99,irontogold,3.39,3.26,no change
Lee Sin,JUNGLE,45.43,irontogold,4.07,8.44,buff
Leona,SUPPORT,51.05,irontogold,27.42,11.62,no change
Lillia,JUNGLE,47.8,irontogold,1.95,4.48,no change
Lissandra,MID,49.15,irontogold,0.31,1.43,no change
Lucian,ADC,47.29,irontogold,4.4,9.69,no change
Lucian,MID,46.38,irontogold,4.4,3.51,no change
Lulu,SUPPORT,49.73,irontogold,5.99,8.14,no change
Lux,SUPPORT,49.39,irontogold,5.85,11.85,no change
Lux,MID,51.48,irontogold,5.85,5.55,no change
Malphite,TOP,51.97,irontogold,13.06,7.78,no change
Malphite,MID,52.43,irontogold,13.06,1.54,no change
Malphite,SUPPORT,47.89,irontogold,13.06,1.85,no change
Malzahar,MID,53.29,irontogold,4.17,3.67,no change
Maokai,TOP,51.61,irontogold,2.04,0.8,no change
Maokai,SUPPORT,51.08,irontogold,2.04,2.84,no change
Master Yi,JUNGLE,50.85,irontogold,25.53,10.11,no change
Miss Fortune,ADC,51.07,irontogold,4.64,15.04,no change
Mordekaiser,TOP,50.84,irontogold,8.53,7.45,no change
Mordekaiser,MID,54.74,irontogold,8.53,0.99,no change
Morgana,SUPPORT,50.01,irontogold,34.04,11.68,no change
Morgana,MID,53.17,irontogold,34.04,1.46,no change
Nami,SUPPORT,51.59,irontogold,0.24,4.36,no change
Nasus,TOP,52.85,irontogold,6.4,6.74,no change
Nautilus,SUPPORT,49.9,irontogold,9.7,8.47,no change
Neeko,MID,51.42,irontogold,1.14,3.36,no change
Neeko,SUPPORT,48.45,irontogold,1.14,1.13,no change
Nidalee,JUNGLE,44.94,irontogold,0.85,3.39,no change
Nocturne,JUNGLE,51.52,irontogold,2.65,5.53,no change
Olaf,JUNGLE,48.32,irontogold,15.95,4.79,no change
Orianna,MID,47.49,irontogold,0.52,4.11,no change
Ornn,TOP,52,irontogold,1.12,4.25,no change
Pantheon,MID,50.68,irontogold,18.06,3.85,no change
Pantheon,TOP,48.8,irontogold,18.06,2.3,no change
Pantheon,SUPPORT,46.36,irontogold,18.06,3.76,no change
Pantheon,JUNGLE,44.89,irontogold,18.06,2.76,no change
Poppy,TOP,49.03,irontogold,0.54,1.7,no change
Poppy,JUNGLE,50.53,irontogold,0.54,0.82,no change
Pyke,MID,52.04,irontogold,11.08,1.26,no change
Pyke,SUPPORT,47.28,irontogold,11.08,6.79,no change
Qiyana,MID,45.46,irontogold,0.19,1.33,no change
Quinn,TOP,49.83,irontogold,1.91,2.21,no change
Quinn,MID,51.5,irontogold,1.91,0.35,no change
Rakan,SUPPORT,48.58,irontogold,0.2,3.36,no change
Rammus,JUNGLE,55,irontogold,9.11,5.22,no change
Rek'Sai,JUNGLE,48.16,irontogold,0.56,1.7,no change
Rell,SUPPORT,52.64,irontogold,5.76,5.54,no change
Renekton,TOP,47.53,irontogold,8.25,6.65,nerf
Renekton,MID,51.09,irontogold,8.25,1.15,nerf
Rengar,TOP,48.94,irontogold,1.53,0.95,no change
Rengar,JUNGLE,46.96,irontogold,1.53,2.8,no change
Riven,TOP,48.85,irontogold,1.45,4.84,no change
Riven,MID,52.69,irontogold,1.45,0.69,no change
Rumble,MID,51.85,irontogold,0.25,0.79,no change
Rumble,TOP,47.46,irontogold,0.25,0.95,no change
Ryze,MID,45.94,irontogold,0.27,2.42,no change
Ryze,TOP,47.18,irontogold,0.27,0.82,no change
Samira,ADC,48.8,irontogold,42.76,11.94,tweak
Sejuani,JUNGLE,49.94,irontogold,0.16,1.71,no change
Senna,SUPPORT,48.25,irontogold,10.13,10.74,no change
Senna,ADC,51.66,irontogold,10.13,9.92,no change
Seraphine,SUPPORT,51.93,irontogold,15.29,10.6,no change
Seraphine,MID,53.08,irontogold,15.29,1.55,no change
Sett,TOP,49.67,irontogold,5.75,7.36,no change
Sett,MID,52.63,irontogold,5.75,1.3,no change
Sett,SUPPORT,46.92,irontogold,5.75,2.26,no change
Shaco,JUNGLE,49.92,irontogold,12.97,5.54,no change
Shaco,SUPPORT,52.55,irontogold,12.97,2.69,no change
Shen,TOP,50.67,irontogold,1.79,5.31,no change
Shyvana,JUNGLE,50.85,irontogold,1.06,4.3,no change
Singed,TOP,52.88,irontogold,0.21,1.43,no change
Sion,TOP,51.38,irontogold,0.25,2.33,no change
Sivir,ADC,50.66,irontogold,0.29,3.16,no change
Skarner,JUNGLE,54.67,irontogold,0.51,1.98,nerf
Sona,SUPPORT,52.39,irontogold,0.11,2.17,no change
Soraka,SUPPORT,48.97,irontogold,0.49,3.57,buff
Swain,MID,55.56,irontogold,6.97,1.06,no change
Swain,SUPPORT,51.85,irontogold,6.97,5.24,no change
Sylas,MID,47.66,irontogold,3.01,5.34,no change
Sylas,TOP,47.52,irontogold,3.01,1.37,no change
Syndra,MID,46.76,irontogold,1,3.11,no change
Tahm Kench,TOP,48.52,irontogold,0.3,0.97,no change
Tahm Kench,SUPPORT,42.99,irontogold,0.3,0.28,no change
Taliyah,JUNGLE,46.48,irontogold,0.75,1.78,no change
Talon,MID,47.56,irontogold,1.17,3.19,buff
Taric,SUPPORT,50.69,irontogold,0.12,1.03,no change
Teemo,TOP,51.84,irontogold,9.63,5.9,no change
Thresh,SUPPORT,49.17,irontogold,5.09,13.1,no change
Tristana,ADC,50.68,irontogold,5.6,10.5,no change
Trundle,TOP,50.68,irontogold,0.16,0.44,no change
Trundle,JUNGLE,49.18,irontogold,0.16,1.1,no change
Tryndamere,MID,51.53,irontogold,3.02,0.46,buff
Tryndamere,TOP,47.5,irontogold,3.02,3.09,buff
Tryndamere,JUNGLE,47.26,irontogold,3.02,0.42,buff
Twisted Fate,MID,47.1,irontogold,0.38,4.82,no change
Twitch,ADC,50.2,irontogold,2.54,3.91,no change
Twitch,SUPPORT,45.94,irontogold,2.54,0.74,no change
Twitch,JUNGLE,42.62,irontogold,2.54,0.57,no change
Udyr,JUNGLE,52.93,irontogold,19.4,9.85,no change
Urgot,TOP,50.24,irontogold,3.77,4.12,buff
Varus,ADC,47.71,irontogold,0.17,2.07,tweak
Vayne,ADC,50.58,irontogold,13.89,13.3,no change
Vayne,TOP,48.57,irontogold,13.89,2.55,no change
Veigar,MID,50.19,irontogold,1.48,4.27,buff
Veigar,SUPPORT,47.53,irontogold,1.48,0.9,buff
Vel'Koz,MID,51.81,irontogold,0.67,1.62,no change
Vel'Koz,SUPPORT,50.18,irontogold,0.67,2.23,no change
Vi,JUNGLE,51.09,irontogold,0.76,4.27,tweak
Viego,JUNGLE,49.66,irontogold,36.11,11.19,tweak
Viego,TOP,48.14,irontogold,36.11,3.76,tweak
Viego,MID,49.91,irontogold,36.11,2.9,tweak
Viktor,MID,51.87,irontogold,1.1,3.84,no change
Vladimir,MID,50,irontogold,2.81,3.34,no change
Vladimir,TOP,48.34,irontogold,2.81,1.27,no change
Volibear,TOP,50.79,irontogold,3.17,4.23,no change
Volibear,JUNGLE,50.1,irontogold,3.17,2.88,no change
Warwick,JUNGLE,51.71,irontogold,2.76,6.51,no change
Warwick,TOP,50.81,irontogold,2.76,0.8,no change
Wukong,TOP,51.7,irontogold,1.49,3.29,no change
Wukong,MID,53.41,irontogold,1.49,0.48,no change
Wukong,JUNGLE,51.42,irontogold,1.49,0.88,no change
Xayah,ADC,47.85,irontogold,0.48,5.03,no change
Xerath,MID,50.59,irontogold,2.23,2.23,no change
Xerath,SUPPORT,50.24,irontogold,2.23,2.81,no change
Xin Zhao,JUNGLE,48.69,irontogold,0.3,2.4,no change
Yasuo,MID,50.21,irontogold,27.05,12.89,no change
Yasuo,TOP,50.33,irontogold,27.05,3.05,no change
Yone,MID,51.33,irontogold,26.01,11.89,no change
Yone,TOP,50.65,irontogold,26.01,2.85,no change
Yorick,TOP,51.69,irontogold,0.94,1.94,no change
Yuumi,SUPPORT,50.1,irontogold,6.8,7.32,no change
Zac,JUNGLE,50.18,irontogold,0.73,2.56,no change
Zed,MID,48.63,irontogold,38.61,10.85,no change
Ziggs,ADC,50.3,irontogold,0.17,0.24,no change
Ziggs,MID,49.07,irontogold,0.17,1.48,no change
Ziggs,SUPPORT,48.27,irontogold,0.17,0.24,no change
