champ,role,winrate,banrate,pickrate,change,rank
Fiora,TOP,50,10.71,5.66,no change,challenger
Galio,MID,56.9,2.16,4.45,no change,challenger
Galio,SUPPORT,55.56,2.16,3.15,no change,challenger
Gangplank,TOP,52.53,2.09,4.2,no change,challenger
Gnar,TOP,50.38,7.73,8.72,no change,challenger
Gragas,SUPPORT,58,0.52,2.33,nerf,challenger
Gragas,TOP,53.85,0.52,2.21,nerf,challenger
Gragas,JUNGLE,41.38,0.52,1.91,nerf,challenger
Graves,JUNGLE,54.29,2.57,5.63,no change,challenger
Gwen,TOP,44.9,29.81,6.79,no change,challenger
Gwen,MID,48.48,29.81,2.79,no change,challenger
Gwen,JUNGLE,44.26,29.81,2.06,no change,challenger
Hecarim,JUNGLE,52.98,64.29,11.88,tweak,challenger
Heimerdinger,ADC,41.67,0.92,1.07,nerf,challenger
Irelia,TOP,45.16,17.39,5.71,no change,challenger
Irelia,MID,47.37,17.39,2.78,no change,challenger
Janna,SUPPORT,52.82,1.22,8.41,no change,challenger
Jax,TOP,65.85,5.59,3.97,no change,challenger
Jayce,TOP,48.99,1.77,6.12,no change,challenger
Jayce,MID,37.5,1.77,1.28,no change,challenger
Jhin,ADC,46.21,0.78,9.8,no change,challenger
Jinx,ADC,55.21,11.84,26.65,no change,challenger
Kai'Sa,ADC,53.69,14.05,28.32,no change,challenger
Kalista,ADC,56.52,0.32,1.83,no change,challenger
Karma,SUPPORT,53.39,2.17,11.32,no change,challenger
Karthus,JUNGLE,55.56,7.27,3.26,no change,challenger
Kassadin,MID,63.16,31.75,4.9,no change,challenger
Katarina,MID,42.5,15.23,6,no change,challenger
Kayn,JUNGLE,52,11.95,7.02,buff,challenger
Kennen,TOP,42.31,0.29,1.62,no change,challenger
Kha'Zix,JUNGLE,60.95,9.49,8,no change,challenger
Kindred,JUNGLE,65.57,1.93,3.9,buff,challenger
Kog'Maw,ADC,50,0.17,1.46,no change,challenger
LeBlanc,MID,54.84,2.64,3.92,no change,challenger
LeBlanc,SUPPORT,32,2.64,0.26,no change,challenger
Lee Sin,JUNGLE,55.83,5.31,12.18,no change,challenger
Lee Sin,TOP,53.01,5.31,4.52,no change,challenger
Lee Sin,MID,57.97,5.31,2.62,no change,challenger
Leona,SUPPORT,48.03,9.71,9.17,no change,challenger
Lillia,JUNGLE,44.55,2.96,5.29,no change,challenger
Lucian,MID,43.42,3.94,4.63,no change,challenger
Lucian,ADC,45.45,3.94,3.05,no change,challenger
Lucian,TOP,47.83,3.94,1.48,no change,challenger
Lulu,SUPPORT,53.65,16.97,16.46,buff,challenger
Lulu,TOP,79.17,16.97,0.74,buff,challenger
Lux,MID,65,0.26,1.97,no change,challenger
Lux,SUPPORT,54.55,0.26,2.09,no change,challenger
Malphite,TOP,53.33,9.5,5.89,no change,challenger
Malzahar,MID,64.15,1.79,2.77,no change,challenger
Master Yi,JUNGLE,55.56,3.45,2.02,no change,challenger
Miss Fortune,ADC,41.86,0.12,4.01,no change,challenger
Mordekaiser,TOP,53.66,2.37,3.74,no change,challenger
Morgana,JUNGLE,51.52,32.88,10.32,nerf,challenger
Morgana,SUPPORT,42.22,32.88,4.24,nerf,challenger
Nami,SUPPORT,56.86,0.14,4.82,no change,challenger
Nautilus,SUPPORT,45.22,5.77,8.57,no change,challenger
Nidalee,JUNGLE,49.01,5.29,7.62,no change,challenger
Nocturne,JUNGLE,56.92,5.64,5.55,no change,challenger
Nocturne,MID,56.25,5.64,0.98,no change,challenger
Nocturne,TOP,46.55,5.64,1.93,no change,challenger
Olaf,JUNGLE,60,3.23,3.81,no change,challenger
Orianna,MID,48.11,1.42,6.77,no change,challenger
Ornn,TOP,47.22,0.47,3.52,no change,challenger
Poppy,TOP,68.18,0.96,1.76,no change,challenger
Pyke,SUPPORT,39.66,2.74,4.79,no change,challenger
Qiyana,MID,55.43,10.26,7.18,no change,challenger
Qiyana,SUPPORT,52,10.26,0.3,no change,challenger
Rakan,SUPPORT,51.15,0.27,6.59,no change,challenger
Rammus,JUNGLE,60.78,7.45,3.01,no change,challenger
Rek'Sai,JUNGLE,55.84,3.23,4.64,no change,challenger
Rell,SUPPORT,56.04,7.68,6.22,no change,challenger
Renekton,TOP,57.29,8.52,6.93,no change,challenger
Renekton,MID,59.52,8.52,1.85,no change,challenger
Rengar,JUNGLE,60,10.55,3.59,no change,challenger
Riven,TOP,48.39,5.55,6.27,no change,challenger
Rumble,TOP,50.79,5.81,3.68,nerf,challenger
Rumble,JUNGLE,43.42,5.81,3.02,nerf,challenger
Rumble,MID,42.42,5.81,3.6,nerf,challenger
Ryze,MID,57.97,0.49,3.12,no change,challenger
Samira,ADC,49.35,12.97,10.59,no change,challenger
Sejuani,JUNGLE,63.64,0.18,1.48,no change,challenger
Senna,SUPPORT,52.07,11.58,12.67,no change,challenger
Senna,ADC,53.85,11.58,1.44,no change,challenger
Seraphine,SUPPORT,56.25,10.81,6.17,no change,challenger
Seraphine,ADC,62.5,10.81,1.91,no change,challenger
Sett,SUPPORT,40,0.77,1.75,buff,challenger
Sett,TOP,36.36,0.77,3.16,buff,challenger
Shaco,JUNGLE,48.21,14.43,5.24,no change,challenger
Shen,TOP,56.76,1.86,5.01,tweak,challenger
Sion,TOP,48.15,0.35,5.61,no change,challenger
Sivir,ADC,57.8,0.89,4.68,no change,challenger
Sona,SUPPORT,60.82,0.57,2.96,no change,challenger
Soraka,SUPPORT,62.5,0.15,2.86,no change,challenger
Sylas,MID,41.67,11.07,12.22,no change,challenger
Sylas,TOP,53.21,11.07,6.06,no change,challenger
Syndra,MID,47.37,0.78,2.69,no change,challenger
Tahm Kench,SUPPORT,41.38,0.5,0.82,no change,challenger
Talon,MID,66.67,7,4.5,no change,challenger
Taric,SUPPORT,65.15,0.36,1.93,buff,challenger
Teemo,TOP,38.1,0.56,1.06,no change,challenger
Thresh,SUPPORT,55.07,27.82,20.89,no change,challenger
Tristana,ADC,51.25,17.5,17.2,no change,challenger
Tristana,MID,52.17,17.5,2.62,no change,challenger
Twisted Fate,MID,41.18,1.43,5.2,no change,challenger
Twitch,ADC,58.33,2.02,4.86,no change,challenger
Udyr,JUNGLE,56.52,37.38,9.77,no change,challenger
Urgot,TOP,52.94,3.62,5,no change,challenger
Varus,ADC,56.82,1.75,11.9,no change,challenger
Vayne,ADC,51.56,6.14,8.58,no change,challenger
Vayne,TOP,55,6.14,1,no change,challenger
Vel'Koz,MID,56.52,0.46,1.66,no change,challenger
Viego,JUNGLE,49.48,21.41,5.33,no change,challenger
Viego,MID,52.38,21.41,2.72,no change,challenger
Viego,TOP,51.43,21.41,2.01,no change,challenger
Viktor,MID,53.52,0.92,6.52,no change,challenger
Vladimir,MID,51.48,17.69,8.16,nerf,challenger
Vladimir,TOP,49.23,17.69,3.66,nerf,challenger
Volibear,TOP,67.5,6.51,3.75,no change,challenger
Volibear,JUNGLE,57.5,6.51,7.44,no change,challenger
Wukong,TOP,59.49,2.82,5.61,no change,challenger
Wukong,MID,67.74,2.82,0.92,no change,challenger
Xayah,ADC,48.15,0.18,5.07,no change,challenger
Xerath,MID,60,0.55,1.92,buff,challenger
Xerath,SUPPORT,37.93,0.55,1.59,buff,challenger
Xin Zhao,JUNGLE,65.67,1.17,4.39,no change,challenger
Yasuo,MID,50.57,5.83,5.28,no change,challenger
Yasuo,ADC,43.48,5.83,1.27,no change,challenger
Yone,MID,52.21,21.12,8.44,no change,challenger
Yone,TOP,46.15,21.12,3.26,no change,challenger
Yuumi,SUPPORT,48.15,7.31,6.56,no change,challenger
Zac,JUNGLE,56.25,1.04,3.7,no change,challenger
Zed,MID,53.23,17.54,7.39,no change,challenger
Zed,JUNGLE,29.03,17.54,0.89,no change,challenger
Zilean,SUPPORT,52.46,1.52,4.04,no change,challenger
Zoe,MID,52.31,2.65,3.64,no change,challenger
Zyra,SUPPORT,26.09,0.46,1.73,no change,challenger
Aatrox,TOP,34.78,2.88,6.25,no change,challenger
Akali,MID,38.3,12.7,7.62,no change,challenger
Akali,TOP,40.91,12.7,4.3,no change,challenger
Alistar,SUPPORT,47.5,5.38,11.39,no change,challenger
Bard,SUPPORT,40.91,6.21,7.33,nerf,challenger
Blitzcrank,SUPPORT,41.67,5.06,5.47,no change,challenger
Caitlyn,ADC,69.57,1.76,5.74,no change,challenger
Camille,TOP,60,6.72,6.16,no change,challenger
Corki,MID,32,0.12,1.93,no change,challenger
Diana,JUNGLE,43.18,41.8,14.02,no change,challenger
Draven,ADC,59.52,4.47,5.18,no change,challenger
Ekko,JUNGLE,54.17,3.15,3.74,no change,challenger
Elise,JUNGLE,55.56,10.43,5.89,no change,challenger
Ezreal,ADC,50,1.49,16.22,no change,challenger
Fiora,TOP,38.46,8.99,5.4,no change,challenger
Galio,MID,66.67,3.64,5.33,tweak,challenger
Galio,SUPPORT,59.09,3.64,4.3,tweak,challenger
Gangplank,TOP,59.52,3.2,4.86,no change,challenger
Gnar,TOP,45,6.18,6.16,no change,challenger
Graves,JUNGLE,68,2.83,5.55,no change,challenger
Gwen,TOP,43.75,32.23,6.08,no change,challenger
Irelia,TOP,20,16.37,5.5,no change,challenger
Janna,SUPPORT,52.63,1.54,8.04,no change,challenger
Jayce,TOP,44.12,4.42,6.84,no change,challenger
Jhin,ADC,56.9,0.83,10.8,no change,challenger
Jinx,ADC,58.33,14.76,27.27,nerf,challenger
Kai'Sa,ADC,51.47,10.11,28.83,no change,challenger
Karma,SUPPORT,49.06,1.54,9.82,no change,challenger
Kayn,JUNGLE,43.94,13.66,9.46,no change,challenger
Kha'Zix,JUNGLE,57.89,6.91,7.7,no change,challenger
Kindred,JUNGLE,53.85,6.03,9.41,no change,challenger
Kog'Maw,ADC,50,1.08,4.81,no change,challenger
LeBlanc,MID,53.85,4.52,4.54,no change,challenger
Lee Sin,TOP,57.14,18.4,8.31,no change,challenger
Lee Sin,JUNGLE,51.49,18.4,16.91,no change,challenger
Lee Sin,MID,45,18.4,3.96,no change,challenger
Leona,SUPPORT,47.83,11.65,10.29,no change,challenger
Lucian,MID,32.26,4.3,4.32,no change,challenger
Lucian,ADC,39.29,4.3,3.49,no change,challenger
Lulu,SUPPORT,48.39,33.59,20.25,no change,challenger
Miss Fortune,ADC,33.33,0.29,5.28,no change,challenger
Morgana,JUNGLE,60.47,46.67,12.19,no change,challenger
Nautilus,SUPPORT,54.84,5.72,8.4,no change,challenger
Nidalee,JUNGLE,49.02,5.42,9.14,no change,challenger
Nocturne,JUNGLE,60,6.33,5.38,no change,challenger
Nocturne,TOP,57.14,6.33,2.66,no change,challenger
Olaf,JUNGLE,61.9,2.86,4.15,no change,challenger
Orianna,MID,50,0.73,5.55,no change,challenger
Qiyana,MID,50,16.83,7.35,no change,challenger
Rakan,SUPPORT,45.16,0.29,6.6,no change,challenger
Rell,SUPPORT,40,6.96,5.89,no change,challenger
Renekton,TOP,56.25,9.77,7.11,no change,challenger
Riven,TOP,46.15,4.5,5.91,no change,challenger
Rumble,JUNGLE,51.56,15.51,7.67,no change,challenger
Rumble,TOP,44,15.51,3.35,no change,challenger
Samira,ADC,43.4,17.93,13.17,no change,challenger
Senna,SUPPORT,59.68,14.76,13,no change,challenger
Sett,TOP,45.45,3.23,9.7,no change,challenger
Shaco,JUNGLE,62.16,15.12,5.79,no change,challenger
Shen,TOP,38.71,5.62,9.41,no change,challenger
Sylas,MID,56.25,16.15,14.66,no change,challenger
Sylas,TOP,45.71,16.15,6.16,no change,challenger
Talon,MID,57.58,8.23,4.91,nerf,challenger
Thresh,SUPPORT,64.29,33.2,20.62,tweak,challenger
Tristana,ADC,56.92,14.24,16.47,no change,challenger
Twisted Fate,MID,76.19,1.83,5.2,no change,challenger
Udyr,JUNGLE,54.17,22.01,6.43,no change,challenger
Urgot,TOP,76.67,2.39,4.79,no change,challenger
Varus,ADC,58.21,3.27,11.29,no change,challenger
Vayne,ADC,56.25,4.72,6.65,no change,challenger
Viego,JUNGLE,45.95,19.15,6.01,no change,challenger
Viktor,MID,42.55,1.08,6.01,no change,challenger
Vladimir,MID,48.65,15.32,5.91,no change,challenger
Wukong,TOP,68.18,2.98,4.74,no change,challenger
Xayah,ADC,43.75,0.07,4.15,no change,challenger
Yone,MID,63.64,16.39,7.74,no change,challenger
Yuumi,SUPPORT,40,5.33,6.28,buff,challenger
Zac,JUNGLE,44,1.61,4.37,no change,challenger
Zoe,MID,40,4.42,4.69,no change,challenger
